Ticker,Company Name,Market Cap,P/E Ratio,Dividend Yield,Sector,Industry,Currency,Market Cap USD,Market
6952.T,"Casio Computer Co.,Ltd.",298058743808.0,36.55944,0.0421,Technology,Consumer Electronics,JPY,1920976693.7870586,Nikkei 225
6902.T,DENSO Corporation,6300556591104.0,19.251665,0.0296,Consumer Cyclical,Auto Parts,JPY,40606835467.285385,Nikkei 225
6954.T,Fanuc Corporation,4330354114560.0,31.722157,0.019,Industrials,Specialty Industrial Machinery,JPY,27908959232.791958,Nikkei 225
6504.T,"Fuji Electric Co., Ltd.",1102497054720.0,12.743512,0.0196,Industrials,Electrical Equipment & Parts,JPY,7105549463.263728,Nikkei 225
6702.T,Fujitsu Limited,5253892145152.0,21.647993,0.0095999995,Technology,Information Technology Services,JPY,33861124936.530033,Nikkei 225
6674.T,GS Yuasa Corporation,250554400768.0,6.4123626,0.028199999,Consumer Cyclical,Auto Parts,JPY,1614813101.1085331,Nikkei 225
6501.T,"Hitachi, Ltd.",17263222587392.0,25.940704,0.0114,Industrials,Conglomerates,JPY,111260779758.90694,Nikkei 225
6861.T,Keyence Corporation,16256450166784.0,42.726925,0.0050999997,Technology,Scientific & Technical Instruments,JPY,104772171737.45811,Nikkei 225
6971.T,Kyocera Corporation,2282174808064.0,28.296944,0.0307,Industrials,Conglomerates,JPY,14708525445.114721,Nikkei 225
6920.T,Lasertec Corporation,1356420087808.0,22.530148,0.023,Technology,Semiconductor Equipment & Materials,JPY,8742073265.068317,Nikkei 225
6479.T,MINEBEA MITSUMI Inc.,1015610933248.0,17.17021,0.0156,Technology,Electronic Components,JPY,6545571882.23769,Nikkei 225
6503.T,Mitsubishi Electric Corporation,5306618740736.0,18.863888,0.0233,Industrials,Electrical Equipment & Parts,JPY,34200945738.179943,Nikkei 225
6981.T,"Murata Manufacturing Co., Ltd.",4649406955520.0,25.227365,0.0211,Technology,Electronic Components,JPY,29965242043.82573,Nikkei 225
6701.T,NEC Corporation,3495724580864.0,23.297747,0.0104,Technology,Information Technology Services,JPY,22529805238.876,Nikkei 225
6594.T,Nidec Corporation,3117083787264.0,27.212456,0.014099999,Industrials,Specialty Industrial Machinery,JPY,20089480454.137665,Nikkei 225
6703.T,"Oki Electric Industry Co., Ltd.",84196188160.0,3.0367475,0.0618,Technology,Communication Equipment,JPY,542641068.3165765,Nikkei 225
6645.T,OMRON Corporation,1018734772224.0,,0.02,Technology,Electronic Components,JPY,6565704899.613302,Nikkei 225
6752.T,Panasonic Holdings Corporation,3666489114624.0,10.6416855,0.026300002,Technology,Consumer Electronics,JPY,23630375835.4215,Nikkei 225
6723.T,Renesas Electronics Corporation,3762814713856.0,14.262918,0.0136,Technology,Semiconductors,JPY,24251190473.420986,Nikkei 225
7752.T,"Ricoh Company, Ltd.",1009455792128.0,28.345324,0.0211,Industrials,Business Equipment & Supplies,JPY,6505902243.671049,Nikkei 225
7735.T,"SCREEN Holdings Co., Ltd.",1053928521728.0,12.675644,0.0231,Technology,Semiconductor Equipment & Materials,JPY,6792527208.868265,Nikkei 225
6724.T,Seiko Epson Corporation,911617294336.0,19.27233,0.026800001,Technology,Computer Hardware,JPY,5875337034.905904,Nikkei 225
6753.T,Sharp Corporation,627809124352.0,,,Technology,Consumer Electronics,JPY,4046204719.9793763,Nikkei 225
6758.T,Sony Group Corporation,20798922293248.0,18.836626,0.0057,Technology,Consumer Electronics,JPY,134048223081.00026,Nikkei 225
6976.T,"Taiyo Yuden Co., Ltd.",278029860864.0,36.032978,0.0397,Technology,Electronic Components,JPY,1791891343.54215,Nikkei 225
6762.T,TDK Corporation,3721848160256.0,27.587906,0.014099999,Technology,Electronic Components,JPY,23987162672.441353,Nikkei 225
8035.T,Tokyo Electron Limited,11638743760896.0,25.028868,0.0229,Technology,Semiconductor Equipment & Materials,JPY,75011238469.29622,Nikkei 225
6506.T,YASKAWA Electric Corporation,1164512854016.0,19.122658,0.0166,Industrials,Electrical Equipment & Parts,JPY,7505238811.652488,Nikkei 225
6841.T,Yokogawa Electric Corporation,876671074304.0,17.116293,0.016900001,Industrials,Specialty Industrial Machinery,JPY,5650110043.207012,Nikkei 225
9502.T,"Chubu Electric Power Company, Incorporated",1227520212992.0,5.1459637,0.0373,Utilities,Utilities - Diversified,JPY,7911318722.557361,Nikkei 225
9503.T,"The Kansai Electric Power Company, Incorporated",1916520235008.0,5.120302,0.035,Utilities,Utilities - Renewable,JPY,12351896332.869297,Nikkei 225
9501.T,"Tokyo Electric Power Company Holdings, Incorporated",680247427072.0,19.648312,,Utilities,Utilities - Renewable,JPY,4384167485.640629,Nikkei 225
1332.T,Nissui Corporation,267713560576.0,11.814815,0.028199999,Consumer Defensive,Packaged Foods,JPY,1725403200.4124775,Nikkei 225
2802.T,"Ajinomoto Co., Inc.",3124610727936.0,35.317974,0.0128,Consumer Defensive,Packaged Foods,JPY,20137991286.00155,Nikkei 225
2502.T,"Asahi Group Holdings, Ltd.",2553270239232.0,15.167887,0.0293,Consumer Defensive,Beverages - Brewers,JPY,16455724666.35731,Nikkei 225
2914.T,Japan Tobacco Inc.,7103975522304.0,14.712804,0.0484,Consumer Defensive,Tobacco,JPY,45784838375.25136,Nikkei 225
2801.T,Kikkoman Corporation,1561097666560.0,90.26864,0.0128,Consumer Defensive,Packaged Foods,JPY,10061212081.464294,Nikkei 225
2503.T,"Kirin Holdings Company, Limited",1600188579840.0,14.807735,0.0359,Consumer Defensive,Beverages - Brewers,JPY,10313151455.529776,Nikkei 225
2269.T,"Meiji Holdings Co., Ltd.",848436854784.0,17.486462,0.0321,Consumer Defensive,Packaged Foods,JPY,5468141626.604795,Nikkei 225
2871.T,Nichirei Corporation,503247994880.0,19.788143,0.0207,Consumer Defensive,Packaged Foods,JPY,3243413217.8396497,Nikkei 225
2282.T,NH Foods Ltd.,507140734976.0,20.253565,0.026600001,Consumer Defensive,Packaged Foods,JPY,3268501772.2093325,Nikkei 225
2002.T,Nisshin Seifun Group Inc.,519148339200.0,15.845134,0.0332,Consumer Defensive,Packaged Foods,JPY,3345890301.62413,Nikkei 225
2501.T,Sapporo Holdings Limited,564714536960.0,32.9484,0.0145000005,Consumer Defensive,Beverages - Brewers,JPY,3639562625.4189224,Nikkei 225
2531.T,Takara Holdings Inc.,270136672256.0,15.732317,0.0226,Consumer Defensive,Beverages - Brewers,JPY,1741020058.3655581,Nikkei 225
9532.T,"Osaka Gas Co., Ltd.",1226834837504.0,13.276139,0.031,Utilities,Utilities - Regulated Gas,JPY,7906901504.923949,Nikkei 225
9531.T,"Tokyo Gas Co.,Ltd.",1564990767104.0,19.548334,0.0173,Utilities,Utilities - Regulated Gas,JPY,10086302958.906935,Nikkei 225
5201.T,AGC Inc.,956949200896.0,,0.0466,Industrials,Conglomerates,JPY,6167499361.27868,Nikkei 225
5333.T,"NGK Insulators, Ltd.",580464738304.0,12.304298,0.0306,Industrials,Specialty Industrial Machinery,JPY,3741072043.722609,Nikkei 225
5214.T,"Nippon Electric Glass Co., Ltd.",274433359872.0,13.693113,0.038599998,Technology,Electronic Components,JPY,1768712038.360402,Nikkei 225
5202.T,"Nippon Sheet Glass Company, Limited",34860924928.0,,,Consumer Cyclical,Auto Parts,JPY,224677268.1618974,Nikkei 225
5232.T,"Sumitomo Osaka Cement Co., Ltd.",109757792256.0,10.9341135,0.0381,Basic Materials,Building Materials,JPY,707384585.3054911,Nikkei 225
5233.T,Taiheiyo Cement Corporation,445589979136.0,7.620007,0.0241,Basic Materials,Building Materials,JPY,2871809610.311936,Nikkei 225
5301.T,"Tokai Carbon Co., Ltd.",184462000128.0,19.028849,0.0347,Basic Materials,Specialty Chemicals,JPY,1188850219.9535964,Nikkei 225
5332.T,Toto Ltd.,635693563904.0,16.960892,0.026800001,Industrials,Building Products & Equipment,JPY,4097019617.8396497,Nikkei 225
8750.T,"Dai-ichi Life Holdings, Inc.",3903717638144.0,10.109628,0.0305,Financial Services,Insurance - Life,JPY,25159304190.152103,Nikkei 225
8725.T,"MS&AD Insurance Group Holdings, Inc.",4971646418944.0,10.433058,0.028399998,Financial Services,Insurance - Property & Casualty,JPY,32042062509.306522,Nikkei 225
8630.T,"Sompo Holdings, Inc.",4114499764224.0,7.7532105,0.039100002,Financial Services,Insurance - Property & Casualty,JPY,26517786570.146946,Nikkei 225
8795.T,"T&D Holdings, Inc.",1532652945408.0,13.003816,0.033299997,Financial Services,Insurance - Life,JPY,9877886990.25522,Nikkei 225
8766.T,"Tokio Marine Holdings, Inc.",10081941848064.0,8.694855,0.026800001,Financial Services,Insurance - Property & Casualty,JPY,64977712348.95592,Nikkei 225
9147.T,"Nippon Express Holdings, Inc.",655215624192.0,26.47769,0.040700004,Industrials,Integrated Freight & Logistics,JPY,4222838516.318639,Nikkei 225
9064.T,"Yamato Holdings Co., Ltd.",637282484224.0,31.65745,0.0241,Industrials,Trucking,JPY,4107260145.810776,Nikkei 225
6113.T,"Amada Co., Ltd.",519365656576.0,14.948262,0.0427,Industrials,Specialty Industrial Machinery,JPY,3347290903.428719,Nikkei 225
6367.T,"Daikin Industries,Ltd.",5371305394176.0,20.734201,0.0143,Industrials,Building Products & Equipment,JPY,34617848634.80279,Nikkei 225
6361.T,Ebara Corporation,1190347276288.0,17.940685,0.0201,Industrials,Specialty Industrial Machinery,JPY,7671740630.884249,Nikkei 225
6305.T,"Hitachi Construction Machinery Co., Ltd.",792960499712.0,8.392805,0.0586,Industrials,Farm & Heavy Construction Machinery,JPY,5110598734.931684,Nikkei 225
7004.T,Kanadevia Corporation,179289473024.0,10.263817,0.0433,Industrials,Pollution & Treatment Controls,JPY,1155513489.4560454,Nikkei 225
7013.T,IHI Corporation,1360290250752.0,12.510092,0.015800001,Industrials,Specialty Industrial Machinery,JPY,8767016310.595514,Nikkei 225
5631.T,"The Japan Steel Works, Ltd.",396137791488.0,25.503483,0.014199999,Industrials,Specialty Industrial Machinery,JPY,2553092236.968291,Nikkei 225
6473.T,JTEKT Corporation,394620370944.0,16.876926,0.0435,Consumer Cyclical,Auto Parts,JPY,2543312522.1964426,Nikkei 225
6301.T,Komatsu Ltd.,4210014552064.0,11.000193,0.0365,Industrials,Farm & Heavy Construction Machinery,JPY,27133375561.124,Nikkei 225
6326.T,Kubota Corporation,2240200310784.0,8.993171,0.0256,Industrials,Farm & Heavy Construction Machinery,JPY,14438001487.393658,Nikkei 225
7011.T,"Mitsubishi Heavy Industries, Ltd.",7507183403008.0,31.662174,0.01,Industrials,Specialty Industrial Machinery,JPY,48383497054.70482,Nikkei 225
6471.T,NSK Ltd.,327638614016.0,28.572039,0.0509,Consumer Cyclical,Auto Parts,JPY,2111617775.3029132,Nikkei 225
6472.T,NTN Corporation,131562356736.0,35.39886,0.0444,Industrials,Tools & Accessories,JPY,847914132.095901,Nikkei 225
6103.T,Okuma Corporation,211152683008.0,15.034031,0.028800001,Industrials,Specialty Industrial Machinery,JPY,1360870604.5888116,Nikkei 225
6302.T,"Sumitomo Heavy Industries, Ltd.",386742452224.0,17.1389,0.040900003,Industrials,Specialty Industrial Machinery,JPY,2492539650.837845,Nikkei 225
6273.T,SMC Corporation,3776559972352.0,23.527449,0.0152,Industrials,Specialty Industrial Machinery,JPY,24339778115.184326,Nikkei 225
9107.T,"Kawasaki Kisen Kaisha, Ltd.",1255648526336.0,5.9234185,0.0513,Industrials,Marine Shipping,JPY,8092604578.087136,Nikkei 225
9104.T,"Mitsui O.S.K. Lines, Ltd.",1828215193600.0,5.2411413,0.0586,Industrials,Marine Shipping,JPY,11782773869.554008,Nikkei 225
9101.T,Nippon Yusen Kabushiki Kaisha,2108421308416.0,5.8071213,0.0544,Industrials,Marine Shipping,JPY,13588691082.856407,Nikkei 225
1605.T,Inpex Corporation,2220949241856.0,6.1111846,0.0464,Energy,Oil & Gas E&P,JPY,14313929117.401392,Nikkei 225
5714.T,"Dowa Holdings Co., Ltd.",275058229248.0,7.813055,0.028299998,Basic Materials,Other Industrial Metals & Mining,JPY,1772739296.5197215,Nikkei 225
5803.T,Fujikura Ltd.,1666792423424.0,30.510956,0.0111,Industrials,Electrical Equipment & Parts,JPY,10742410566.022171,Nikkei 225
5801.T,"Furukawa Electric Co., Ltd.",494371635200.0,22.596958,0.0219,Industrials,Electrical Equipment & Parts,JPY,3186205434.390307,Nikkei 225
5711.T,Mitsubishi Materials Corporation,318815272960.0,7.3527193,0.041300002,Basic Materials,Other Industrial Metals & Mining,JPY,2054751694.7666924,Nikkei 225
5706.T,"Mitsui Mining & Smelting Co., Ltd.",263840514048.0,4.805549,0.0327,Industrials,Conglomerates,JPY,1700441570.301624,Nikkei 225
3436.T,Sumco Corporation,399716253696.0,18.827211,0.010199999,Technology,Semiconductor Equipment & Materials,JPY,2576155282.907966,Nikkei 225
5802.T,"Sumitomo Electric Industries, Ltd.",2205068296192.0,11.089106,0.0297,Consumer Cyclical,Auto Parts,JPY,14211577057.179686,Nikkei 225
5713.T,"Sumitomo Metal Mining Co., Ltd.",982530981888.0,14.609633,0.026700001,Basic Materials,Other Industrial Metals & Mining,JPY,6332372917.556071,Nikkei 225
8253.T,"Credit Saison Co., Ltd.",569576325120.0,10.493111,0.059699997,Financial Services,Credit Services,JPY,3670896655.8391337,Nikkei 225
8697.T,"Japan Exchange Group, Inc.",1719814193152.0,27.908155,0.0199,Financial Services,Financial Data & Stock Exchanges,JPY,11084133753.23537,Nikkei 225
8591.T,ORIX Corporation,3740271640576.0,9.4772,0.0376,Financial Services,Financial Conglomerates,JPY,24105901266.924465,Nikkei 225
7832.T,BANDAI NAMCO Holdings Inc.,2532656021504.0,19.531763,0.0058,Consumer Cyclical,Leisure,JPY,16322866856.818768,Nikkei 225
7912.T,"Dai Nippon Printing Co., Ltd.",1053880156160.0,9.457788,0.0139,Industrials,Conglomerates,JPY,6792215494.715133,Nikkei 225
7911.T,TOPPAN Holdings Inc.,1290054270976.0,15.644489,0.0117,Industrials,Specialty Business Services,JPY,8314348227.48131,Nikkei 225
7951.T,Yamaha Corporation,527838707712.0,27.62695,0.023699999,Consumer Cyclical,Leisure,JPY,3401899379.4276876,Nikkei 225
5020.T,"ENEOS Holdings, Inc.",2149807030272.0,12.674738,0.033299997,Energy,Oil & Gas Refining & Marketing,JPY,13855420406.49652,Nikkei 225
5019.T,"Idemitsu Kosan Co.,Ltd.",1341007593472.0,8.583871,0.0355,Energy,Oil & Gas Refining & Marketing,JPY,8642740354.93684,Nikkei 225
4503.T,Astellas Pharma Inc.,2736695803904.0,50.164043,0.048299998,Healthcare,Drug Manufacturers - General,JPY,17637895101.211655,Nikkei 225
4519.T,"Chugai Pharmaceutical Co., Ltd.",10475317231616.0,27.041033,0.0128999995,Healthcare,Drug Manufacturers - General,JPY,67513000977.159065,Nikkei 225
4568.T,"Daiichi Sankyo Company, Limited",8298530603008.0,33.687103,0.0137,Healthcare,Drug Manufacturers - General,JPY,53483698137.45811,Nikkei 225
4523.T,"Eisai Co., Ltd.",1306555449344.0,32.28615,0.0345,Healthcare,Drug Manufacturers - Specialty & Generic,JPY,8420697662.696571,Nikkei 225
4151.T,"Kyowa Kirin Co., Ltd.",1228052496384.0,14.977341,0.0249,Healthcare,Drug Manufacturers - General,JPY,7914749267.74942,Nikkei 225
4578.T,"Otsuka Holdings Co., Ltd.",4348842082304.0,28.974771,0.0146,Healthcare,Drug Manufacturers - General,JPY,28028113446.145916,Nikkei 225
4506.T,"Sumitomo Pharma Co., Ltd.",235990253568.0,,,Healthcare,Drug Manufacturers - Specialty & Generic,JPY,1520947754.369683,Nikkei 225
4507.T,"Shionogi & Co., Ltd.",1945528041472.0,12.410462,0.0249,Healthcare,Drug Manufacturers - Specialty & Generic,JPY,12538850486.414024,Nikkei 225
4502.T,Takeda Pharmaceutical Company Limited,6626052407296.0,22.97966,0.047199998,Healthcare,Drug Manufacturers - Specialty & Generic,JPY,42704642996.236145,Nikkei 225
7762.T,"Citizen Watch Co., Ltd.",230456197120.0,10.537466,0.0477,Consumer Cyclical,Footwear & Accessories,JPY,1485280981.6963136,Nikkei 225
7741.T,HOYA Corporation,7262887739392.0,37.51542,0.0052,Healthcare,Medical Instruments & Supplies,JPY,46809021264.4496,Nikkei 225
4902.T,"Konica Minolta, Inc.",309212413952.0,,0.0161,Industrials,Business Equipment & Supplies,JPY,1992861652.1783965,Nikkei 225
7731.T,Nikon Corporation,568130535424.0,22.631294,0.0357,Consumer Cyclical,Leisure,JPY,3661578599.020366,Nikkei 225
7733.T,Olympus Corporation,2688015925248.0,32.01478,0.0159,Healthcare,Medical Devices,JPY,17324155228.460945,Nikkei 225
4543.T,Terumo Corporation,4485231411200.0,37.8375,0.0085,Healthcare,Medical Instruments & Supplies,JPY,28907137220.93323,Nikkei 225
3863.T,"Nippon Paper Industries Co., Ltd.",102492962816.0,5.185704,0.0225,Basic Materials,Paper & Paper Products,JPY,660563049.8582109,Nikkei 225
3861.T,Oji Holdings Corporation,600691900416.0,14.211005,0.038599998,Basic Materials,Paper & Paper Products,JPY,3871435295.2822895,Nikkei 225
9022.T,Central Japan Railway Company,2862933606400.0,6.7665935,0.0104,Industrials,Railroads,JPY,18451492693.993298,Nikkei 225
9020.T,East Japan Railway Company,3140461002752.0,14.327003,0.0188,Industrials,Railroads,JPY,20240145673.83346,Nikkei 225
9008.T,Keio Corporation,479620890624.0,13.067771,0.0254,Industrials,Conglomerates,JPY,3091137475.019335,Nikkei 225
9009.T,"Keisei Electric Railway Co., Ltd.",731699150848.0,8.462887,0.008,Industrials,Railroads,JPY,4715771789.430265,Nikkei 225
9007.T,"Odakyu Electric Railway Co., Ltd.",519848230912.0,6.092548,0.0188,Industrials,Railroads,JPY,3350401075.7411704,Nikkei 225
9001.T,"Tobu Railway Co., Ltd.",543071666176.0,11.898098,0.020399999,Industrials,Railroads,JPY,3500075188.038154,Nikkei 225
9005.T,Tokyu Corporation,1042724749312.0,13.670498,0.0137,Consumer Cyclical,Department Stores,JPY,6720319343.335912,Nikkei 225
9021.T,West Japan Railway Company,1355926208512.0,14.786311,0.025799999,Industrials,Railroads,JPY,8738890232.740396,Nikkei 225
8802.T,"Mitsubishi Estate Co., Ltd.",2827751784448.0,16.288668,0.0191,Real Estate,Real Estate - Diversified,JPY,18224747257.334366,Nikkei 225
8801.T,"Mitsui Fudosan Co., Ltd.",3940211228672.0,21.680405,0.0208,Real Estate,Real Estate - Diversified,JPY,25394503922.86672,Nikkei 225
8830.T,"Sumitomo Realty & Development Co., Ltd.",2578665701376.0,14.30482,0.0128,Real Estate,Real Estate Services,JPY,16619397405.104408,Nikkei 225
8804.T,"Tokyo Tatemono Co., Ltd.",509517824000.0,9.888173,0.0435,Real Estate,Real Estate Services,JPY,3283822015.983501,Nikkei 225
3289.T,Tokyu Fudosan Holdings Corporation,717890650112.0,12.963918,0.0336,Real Estate,Real Estate - Diversified,JPY,4626776553.957206,Nikkei 225
8267.T,"Aeon Co., Ltd.",3229932322816.0,298.0237,0.010199999,Consumer Cyclical,Department Stores,JPY,20816784756.48363,Nikkei 225
9983.T,"Fast Retailing Co., Ltd.",15538407342080.0,39.22009,0.0094,Consumer Cyclical,Apparel Retail,JPY,100144414424.33617,Nikkei 225
3099.T,Isetan Mitsukoshi Holdings Ltd.,1004388810752.0,15.630367,0.0218,Consumer Cyclical,Department Stores,JPY,6473245751.172983,Nikkei 225
3086.T,"J. Front Retailing Co., Ltd.",558818525184.0,12.4864,0.0225,Consumer Cyclical,Department Stores,JPY,3601563065.1198764,Nikkei 225
8252.T,"Marui Group Co., Ltd.",480057294848.0,19.34623,0.0405,Financial Services,Credit Services,JPY,3093950082.804847,Nikkei 225
9843.T,"Nitori Holdings Co., Ltd.",2086201458688.0,23.462423,0.0083,Consumer Cyclical,"Furnishings, Fixtures & Appliances",JPY,13445485039.236917,Nikkei 225
3382.T,"Seven & i Holdings Co., Ltd.",6352095150080.0,60.444443,0.0168,Consumer Defensive,Grocery Stores,JPY,40938999420.46919,Nikkei 225
8233.T,"Takashimaya Company, Limited",408511676416.0,13.769845,0.018099999,Consumer Cyclical,Department Stores,JPY,2632841430.8842487,Nikkei 225
5108.T,Bridgestone Corporation,3895781752832.0,12.435516,0.0382,Consumer Cyclical,Auto Parts,JPY,25108157726.424335,Nikkei 225
5101.T,"The Yokohama Rubber Company, Limited",558505984000.0,6.7422657,0.0349,Consumer Cyclical,Auto Parts,JPY,3599548749.677752,Nikkei 225
8601.T,Daiwa Securities Group Inc.,1501264347136.0,10.488718,0.0498,Financial Services,Capital Markets,JPY,9675588728.641403,Nikkei 225
8604.T,"Nomura Holdings, Inc.",2944382009344.0,11.243511,0.0381,Financial Services,Capital Markets,JPY,18976424396.390823,Nikkei 225
4751.T,"CyberAgent, Inc.",602650509312.0,30.06569,0.0291,Communication Services,Advertising Agencies,JPY,3884058451.3534417,Nikkei 225
2432.T,"DeNA Co., Ltd.",314018267136.0,,0.0074,Communication Services,Electronic Gaming & Multimedia,JPY,2023835183.9133797,Nikkei 225
4324.T,Dentsu Group Inc.,940688932864.0,,0.0373,Communication Services,Advertising Agencies,JPY,6062702583.552463,Nikkei 225
6178.T,"Japan Post Holdings Co., Ltd.",4939779145728.0,18.233715,0.0341,Financial Services,Banks - Regional,JPY,31836679206.805878,Nikkei 225
9766.T,Konami Group Corporation,1967609741312.0,28.664244,0.0092,Communication Services,Electronic Gaming & Multimedia,JPY,12681166159.525652,Nikkei 225
4689.T,LY Corporation,3259366375424.0,32.33051,0.024300002,Consumer Cyclical,Internet Retail,JPY,21006486049.394173,Nikkei 225
4385.T,"Mercari, Inc.",317042163712.0,24.164476,,Consumer Cyclical,Internet Retail,JPY,2043324076.5145657,Nikkei 225
2413.T,"M3, Inc.",977807540224.0,25.008682,0.029000001,Healthcare,Health Information Services,JPY,6301930524.774426,Nikkei 225
3659.T,"NEXON Co., Ltd.",1688748949504.0,27.695219,0.0146,Communication Services,Electronic Gaming & Multimedia,JPY,10883919499.252384,Nikkei 225
7974.T,"Nintendo Co., Ltd.",12137305997312.0,37.067986,0.0127,Communication Services,Electronic Gaming & Multimedia,JPY,78224452161.07245,Nikkei 225
4661.T,"Oriental Land Co., Ltd.",6059887951872.0,54.942772,0.0038,Consumer Cyclical,Leisure,JPY,39055735704.25368,Nikkei 225
4755.T,"Rakuten Group, Inc.",2160146120704.0,,,Consumer Cyclical,Internet Retail,JPY,13922055431.193607,Nikkei 225
6098.T,"Recruit Holdings Co., Ltd.",16203431018496.0,47.31568,0.0022,Communication Services,Internet Content & Information,JPY,104430465445.32097,Nikkei 225
9735.T,"SECOM CO., LTD.",2193639211008.0,21.692232,0.019,Industrials,Security & Protection Services,JPY,14137917059.860788,Nikkei 225
9602.T,"Toho Co., Ltd.",1198428782592.0,23.75815,0.0116,Communication Services,Entertainment,JPY,7723825616.08662,Nikkei 225
4704.T,Trend Micro Incorporated,1207433166848.0,50.399956,0.0128999995,Technology,Software - Infrastructure,JPY,7781858512.812581,Nikkei 225
7012.T,"Kawasaki Heavy Industries, Ltd.",1137460772864.0,18.220362,0.0207,Industrials,Specialty Industrial Machinery,JPY,7330889229.595257,Nikkei 225
5411.T,"JFE Holdings, Inc.",1150688690176.0,9.344491,0.0559,Basic Materials,Steel,JPY,7416142628.100026,Nikkei 225
5406.T,"Kobe Steel, Ltd.",653163954176.0,7.6183023,0.0553,Basic Materials,Steel,JPY,4209615585.047693,Nikkei 225
5401.T,Nippon Steel Corporation,3361363197952.0,6.813704,0.0502,Basic Materials,Steel,JPY,21663851494.92137,Nikkei 225
5541.T,"Pacific Metals Co., Ltd.",29876144128.0,,,Basic Materials,Other Industrial Metals & Mining,JPY,192550555.09151843,Nikkei 225
3401.T,Teijin Limited,256162742272.0,,0.0376,Industrials,Conglomerates,JPY,1650958637.9994845,Nikkei 225
3402.T,"Toray Industries, Inc.",1689329598464.0,35.155216,0.0168,Consumer Cyclical,Textile Manufacturing,JPY,10887661758.597576,Nikkei 225
8001.T,ITOCHU Corporation,10191490777088.0,12.571558,0.027999999,Industrials,Conglomerates,JPY,65683750819.07708,Nikkei 225
8002.T,Marubeni Corporation,3862623158272.0,8.50062,0.0392,Industrials,Conglomerates,JPY,24894451909.4612,Nikkei 225
8058.T,Mitsubishi Corporation,9911052271616.0,9.413832,0.0404,Industrials,Conglomerates,JPY,63876335857.28281,Nikkei 225
8031.T,"Mitsui & Co., Ltd.",8953064849408.0,9.071687,0.032899998,Industrials,Conglomerates,JPY,57702145201.134315,Nikkei 225
2768.T,Sojitz Corporation,684806766592.0,7.2436924,0.047199998,Industrials,Conglomerates,JPY,4413552246.66151,Nikkei 225
8053.T,Sumitomo Corporation,4067952951296.0,11.508969,0.039300002,Industrials,Conglomerates,JPY,26217794220.778553,Nikkei 225
8015.T,Toyota Tsusho Corporation,2839752212480.0,8.467907,0.0375,Industrials,Conglomerates,JPY,18302089536.478474,Nikkei 225
9301.T,Mitsubishi Logistics Corporation,410891681792.0,12.328617,0.028399998,Industrials,Integrated Freight & Logistics,JPY,2648180470.4305234,Nikkei 225
ADANIENT.NS,Adani Enterprises Limited,2600086011904.0,48.339058,0.00059999997,Energy,Thermal Coal,INR,30027555282.41136,NIFTY 50
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,2327214555136.0,22.674738,0.0055,Industrials,Marine Shipping,INR,26876250781.10636,NIFTY 50
APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,981282258944.0,83.13619,0.0023999999,Healthcare,Medical Care Facilities,INR,11332512518.119875,NIFTY 50
ASIANPAINT.NS,Asian Paints Limited,2156971819008.0,47.285625,0.0146,Basic Materials,Specialty Chemicals,INR,24910172294.814644,NIFTY 50
AXISBANK.NS,Axis Bank Limited,3048463925248.0,10.872253,0.001,Financial Services,Banks - Regional,INR,35205727280.840744,NIFTY 50
BAJAJ-AUTO.NS,Bajaj Auto Limited,2443356667904.0,32.503994,0.0095,Consumer Cyclical,Auto Manufacturers,INR,28217538606.120796,NIFTY 50
BAJFINANCE.NS,Bajaj Finance Limited,4889383010304.0,30.671726,0.0047,Financial Services,Credit Services,INR,56465908422.49682,NIFTY 50
BAJAJFINSV.NS,Bajaj Finserv Ltd.,2783279841280.0,33.040516,0.00059999997,Financial Services,Financial Conglomerates,INR,32143201770.181313,NIFTY 50
BEL.NS,Bharat Electronics Limited,2037601140736.0,44.95968,0.0105,Industrials,Aerospace & Defense,INR,23531598807.437347,NIFTY 50
BPCL.NS,Bharat Petroleum Corporation Limited,1115647770624.0,7.998444,0.082100004,Energy,Oil & Gas Refining & Marketing,INR,12884256503.337568,NIFTY 50
BHARTIARTL.NS,Bharti Airtel Limited,9815720984576.0,79.45521,0.005,Communication Services,Telecom Services,INR,113358597812.40327,NIFTY 50
BRITANNIA.NS,Britannia Industries Limited,1222565560320.0,57.251553,0.0146,Consumer Defensive,Packaged Foods,INR,14119015594.410439,NIFTY 50
CIPLA.NS,Cipla Limited,1177056968704.0,23.583332,0.0093,Healthcare,Drug Manufacturers - General,INR,13593451538.330061,NIFTY 50
COALINDIA.NS,Coal India Limited,2372959207424.0,6.912926,0.107700005,Energy,Thermal Coal,INR,27404541025.799744,NIFTY 50
DRREDDY.NS,Dr. Reddy's Laboratories Limited,995710140416.0,18.5539,0.0062,Healthcare,Drug Manufacturers - Specialty & Generic,INR,11499135470.793394,NIFTY 50
EICHERMOT.NS,Eicher Motors Limited,1415713652736.0,33.21339,0.0098,Consumer Cyclical,Auto Manufacturers,INR,16349620657.535511,NIFTY 50
GRASIM.NS,Grasim Industries Limited,1674596843520.0,36.79415,0.004,Basic Materials,Building Materials,INR,19339379183.73946,NIFTY 50
HCLTECH.NS,HCL Technologies Limited,4642963456000.0,27.226637,0.0241,Technology,Information Technology Services,INR,53620088416.676285,NIFTY 50
